sample_id,gt_label_int,gt_label_name,origin,louvain_cluster
6184,572,goblet,imagenet,88
6185,572,goblet,imagenet,348
6186,572,goblet,imagenet,88
6187,572,goblet,imagenet,770
6188,572,goblet,imagenet,348
6189,572,goblet,imagenet,88
6190,572,goblet,imagenet_a,770
6191,572,goblet,imagenet,348
6192,572,goblet,imagenet,88
6193,575,golfcart,imagenet_sketch,188
6194,576,gondola,imagenet_sketch,202
6195,576,gondola,imagenet_sketch,202
6196,577,gong,imagenet_sketch,73
6197,577,gong,imagenet_sketch,73
6198,577,gong,imagenet_sketch,73
6199,577,gong,imagenet_sketch,778
6200,577,gong,imagenet_sketch,73
6201,577,gong,imagenet_sketch,73
6202,577,gong,imagenet_sketch,73
6203,577,gong,imagenet_sketch,73
6204,577,gong,imagenet_sketch,73
6205,577,gong,imagenet_sketch,73
6206,577,gong,imagenet_sketch,73
6207,577,gong,imagenet_sketch,73
6208,577,gong,imagenet_sketch,73
6209,577,gong,imagenet_sketch,73
6210,578,gown,imagenet,488
6211,578,gown,imagenet,787
6212,578,gown,objectnet,739
6213,578,gown,objectnet,147
6214,578,gown,objectnet,147
6215,578,gown,objectnet,351
6216,578,gown,objectnet,604
6217,578,gown,imagenet,787
6218,578,gown,imagenet,787
6219,578,gown,imagenet,787
6220,578,gown,imagenet,787
6221,579,grand_piano,imagenet,255
6222,579,grand_piano,imagenet,255
6223,579,grand_piano,imagenet,255
6224,579,grand_piano,imagenet,255
6225,579,grand_piano,imagenet,255
6226,579,grand_piano,imagenet,721
6227,579,grand_piano,imagenet,255
6228,579,grand_piano,imagenet,255
6229,579,grand_piano,imagenet,255
6230,579,grand_piano,imagenet,255
6231,579,grand_piano,imagenet_a,58
6232,581,grille,imagenet_sketch,245
6233,582,grocery_store,imagenet,354
6234,582,grocery_store,imagenet_sketch,105
6235,582,grocery_store,imagenet,308
6236,582,grocery_store,imagenet,354
6237,582,grocery_store,imagenet,354
6238,582,grocery_store,imagenet,354
6239,582,grocery_store,imagenet,180
6240,582,grocery_store,imagenet,354
6241,582,grocery_store,imagenet,354
6242,583,guillotine,imagenet,716
6243,583,guillotine,imagenet,684
6244,583,guillotine,imagenet,736
6245,583,guillotine,imagenet,716
6246,583,guillotine,imagenet,151
6247,583,guillotine,imagenet,769
6248,584,hair_slide,imagenet,358
6249,584,hair_slide,imagenet,636
6250,584,hair_slide,imagenet,693
6251,584,hair_slide,imagenet,693
6252,584,hair_slide,imagenet,363
6253,584,hair_slide,imagenet,636
6254,584,hair_slide,imagenet,686
6255,584,hair_slide,imagenet,693
6256,584,hair_slide,imagenet,21
6257,584,hair_slide,imagenet,21
6258,584,hair_slide,imagenet,587
6259,584,hair_slide,imagenet,636
6260,584,hair_slide,imagenet,587
6261,584,hair_slide,imagenet,636
6262,585,hair_spray,imagenet_sketch,25
6263,585,hair_spray,imagenet_sketch,35
6264,586,half_track,imagenet,13
6265,587,hammer,imagenet,364
6266,587,hammer,imagenet,289
6267,587,hammer,objectnet,602
6268,587,hammer,objectnet,615
6269,587,hammer,objectnet,682
6270,587,hammer,objectnet,691
6271,587,hammer,objectnet,502
6272,587,hammer,imagenet,511
6273,587,hammer,imagenet,289
6274,587,hammer,imagenet,122
6275,587,hammer,imagenet,364
6276,587,hammer,imagenet,289
6277,587,hammer,imagenet,10
6278,587,hammer,imagenet,122
6279,587,hammer,imagenet,659
6280,587,hammer,imagenet,213
6281,769,rule,imagenet,289
6282,587,hammer,imagenet,736
6283,587,hammer,imagenet,289
6284,587,hammer,imagenet,122
6285,587,hammer,imagenet,367
6286,587,hammer,imagenet,624
6287,587,hammer,imagenet,686
6288,587,hammer,imagenet,289
6289,587,hammer,imagenet,122
6290,587,hammer,imagenet,289
6291,587,hammer,imagenet_r,586
6292,587,hammer,imagenet_r,47
6293,588,hamper,imagenet_sketch,212
6294,588,hamper,imagenet_sketch,592
6295,588,hamper,imagenet_sketch,368
6296,588,hamper,imagenet_sketch,766
6297,588,hamper,objectnet,415
6298,588,hamper,objectnet,795
6299,588,hamper,objectnet,372
6300,588,hamper,objectnet,39
6301,588,hamper,imagenet,213
6302,588,hamper,imagenet,684
6303,905,window_shade,imagenet,364
6304,589,hand_blower,imagenet_sketch,472
6305,589,hand_blower,imagenet_sketch,472
6306,589,hand_blower,imagenet_sketch,773
6307,589,hand_blower,imagenet_sketch,472
6308,589,hand_blower,imagenet_sketch,472
6309,589,hand_blower,imagenet_sketch,773
6310,589,hand_blower,imagenet_sketch,472
6311,589,hand_blower,imagenet_sketch,472
6312,589,hand_blower,imagenet_sketch,773
6313,589,hand_blower,imagenet_sketch,472
6314,589,hand_blower,imagenet_sketch,472
6315,589,hand_blower,imagenet_sketch,472
6316,589,hand_blower,imagenet_sketch,773
6317,589,hand_blower,imagenet_sketch,472
6318,589,hand_blower,imagenet,563
6319,589,hand_blower,imagenet,563
6320,589,hand_blower,imagenet,563
6321,589,hand_blower,imagenet,563
6322,589,hand_blower,imagenet,550
6323,589,hand_blower,imagenet,563
6324,590,hand-held_computer,imagenet_sketch,694
6325,590,hand-held_computer,imagenet_sketch,92
6326,590,hand-held_computer,imagenet_sketch,694
6327,590,hand-held_computer,imagenet_sketch,92
6328,590,hand-held_computer,imagenet_sketch,65
6329,590,hand-held_computer,imagenet_sketch,694
6330,590,hand-held_computer,imagenet_sketch,694
6331,590,hand-held_computer,imagenet_sketch,694
6332,590,hand-held_computer,imagenet,133
6333,590,hand-held_computer,imagenet,133
6334,590,hand-held_computer,imagenet,133
6335,590,hand-held_computer,imagenet,592
6336,590,hand-held_computer,imagenet,133
6337,590,hand-held_computer,imagenet,133
6338,591,handkerchief,imagenet_sketch,519
6339,591,handkerchief,imagenet_sketch,373
6340,591,handkerchief,imagenet,696
6341,591,handkerchief,imagenet,407
6342,591,handkerchief,imagenet,522
6343,591,handkerchief,imagenet,378
6344,591,handkerchief,imagenet,160
6345,591,handkerchief,imagenet,224
6346,591,handkerchief,imagenet,522
6347,591,handkerchief,imagenet,378
6348,591,handkerchief,imagenet,740
6349,591,handkerchief,imagenet,522
6350,591,handkerchief,imagenet,378
6351,591,handkerchief,imagenet,407
6352,593,harmonica,imagenet_sketch,641
6353,593,harmonica,imagenet_r,560
6354,595,harvester,imagenet_sketch,287
6355,595,harvester,imagenet_sketch,287
6356,596,hatchet,imagenet,557
6357,596,hatchet,imagenet,640
6358,596,hatchet,imagenet_r,602
6359,597,holster,imagenet_sketch,523
6360,597,holster,imagenet_sketch,523
6361,597,holster,imagenet_sketch,586
6362,597,holster,imagenet,723
6363,598,home_theater,imagenet_sketch,54
6364,598,home_theater,imagenet_sketch,54
6365,598,home_theater,imagenet_sketch,54
6366,598,home_theater,imagenet_sketch,54
6367,598,home_theater,imagenet_sketch,54
6368,598,home_theater,imagenet_sketch,54
6369,598,home_theater,imagenet_sketch,54
6370,598,home_theater,imagenet_sketch,54
6371,598,home_theater,imagenet_sketch,54
6372,598,home_theater,imagenet_sketch,54
6373,598,home_theater,imagenet_sketch,54
6374,598,home_theater,imagenet_sketch,54
6375,598,home_theater,imagenet_sketch,54
6376,598,home_theater,imagenet_sketch,54
6377,598,home_theater,imagenet_sketch,529
6378,598,home_theater,imagenet_sketch,54
6379,598,home_theater,imagenet_sketch,54
6380,598,home_theater,imagenet_sketch,54
6381,598,home_theater,imagenet_sketch,54
6382,598,home_theater,imagenet_sketch,54
6383,598,home_theater,imagenet,54
6384,598,home_theater,imagenet,54
6385,598,home_theater,imagenet,54
6386,598,home_theater,imagenet,54
6387,598,home_theater,imagenet,54
6388,598,home_theater,imagenet,54
6389,598,home_theater,imagenet,54
6390,599,honeycomb,imagenet_sketch,794
6391,599,honeycomb,imagenet_sketch,382
6392,599,honeycomb,imagenet,228
6393,599,honeycomb,imagenet,173
6394,599,honeycomb,imagenet,9
6395,599,honeycomb,imagenet,228
6396,599,honeycomb,imagenet,173
6397,599,honeycomb,imagenet,9
6398,599,honeycomb,imagenet,173
6399,599,honeycomb,imagenet,228
6400,599,honeycomb,imagenet,18
6401,599,honeycomb,imagenet,228
6402,599,honeycomb,imagenet,142
6403,599,honeycomb,imagenet,173
6404,599,honeycomb,imagenet,9
6405,599,honeycomb,imagenet,9
6406,599,honeycomb,imagenet,228
6407,599,honeycomb,imagenet,173
6408,599,honeycomb,imagenet,9
6409,599,honeycomb,imagenet,228
6410,600,hook,imagenet,393
6411,600,hook,imagenet,732
6412,600,hook,imagenet,732
6413,600,hook,imagenet,576
6414,600,hook,imagenet,507
6415,600,hook,imagenet,395
6416,600,hook,imagenet,705
6417,600,hook,imagenet,393
6418,600,hook,imagenet,396
6419,600,hook,imagenet,732
6420,600,hook,imagenet,576
6421,600,hook,imagenet,507
6422,600,hook,imagenet,395
6423,600,hook,imagenet,396
6424,600,hook,imagenet,507
6425,600,hook,imagenet,255
6426,600,hook,imagenet,398
6427,600,hook,imagenet,41
6428,600,hook,imagenet,393
6429,600,hook,imagenet,396
6430,600,hook,imagenet,398
6431,600,hook,imagenet,732
6432,600,hook,imagenet,732
6433,600,hook,imagenet,398
6434,600,hook,imagenet,224
6435,600,hook,imagenet,576
6436,600,hook,imagenet,507
6437,600,hook,imagenet,328
6438,600,hook,imagenet,395
6439,600,hook,imagenet,398
6440,600,hook,imagenet,393
6441,600,hook,imagenet,396
6442,600,hook,imagenet,398
6443,600,hook,imagenet,732
6444,600,hook,imagenet,732
6445,600,hook,imagenet,576
6446,600,hook,imagenet,507
6447,600,hook,imagenet,395
6448,600,hook,imagenet,398
6449,600,hook,imagenet,393
6450,600,hook,imagenet,396
6451,600,hook,imagenet,398
6452,600,hook,imagenet,732
6453,600,hook,imagenet,732
6454,600,hook,imagenet,398
6455,600,hook,imagenet,576
6456,600,hook,imagenet,507
6457,600,hook,imagenet,395
6458,600,hook,imagenet,396
6459,600,hook,imagenet,398
6460,600,hook,imagenet,398
6461,600,hook,imagenet,507
6462,600,hook,imagenet,395
6463,601,hoopskirt,imagenet_sketch,240
6464,601,hoopskirt,imagenet_sketch,400
6465,601,hoopskirt,objectnet,701
6466,601,hoopskirt,objectnet,596
6467,601,hoopskirt,objectnet,765
6468,601,hoopskirt,objectnet,605
6469,601,hoopskirt,objectnet,594
6470,601,hoopskirt,objectnet,223
6471,601,hoopskirt,objectnet,612
6472,601,hoopskirt,objectnet,399
6473,601,hoopskirt,objectnet,147
6474,601,hoopskirt,objectnet,193
6475,601,hoopskirt,objectnet,616
6476,601,hoopskirt,objectnet,404
6477,601,hoopskirt,objectnet,404
6478,601,hoopskirt,objectnet,534
6479,601,hoopskirt,objectnet,599
6480,601,hoopskirt,objectnet,216
6481,601,hoopskirt,objectnet,732
6482,601,hoopskirt,objectnet,594
6483,601,hoopskirt,objectnet,405
6484,601,hoopskirt,objectnet,223
6485,601,hoopskirt,objectnet,155
6486,601,hoopskirt,objectnet,404
6487,601,hoopskirt,objectnet,622
6488,601,hoopskirt,objectnet,633
6489,601,hoopskirt,objectnet,235
6490,601,hoopskirt,objectnet,765
6491,601,hoopskirt,objectnet,764
6492,601,hoopskirt,objectnet,216
6493,601,hoopskirt,objectnet,691
6494,601,hoopskirt,objectnet,219
6495,601,hoopskirt,objectnet,415
6496,601,hoopskirt,objectnet,226
6497,601,hoopskirt,objectnet,700
6498,601,hoopskirt,objectnet,226
6499,601,hoopskirt,objectnet,602
6500,601,hoopskirt,objectnet,219
6501,601,hoopskirt,objectnet,216
6502,601,hoopskirt,objectnet,622
6503,601,hoopskirt,objectnet,219
6504,601,hoopskirt,objectnet,155
6505,601,hoopskirt,objectnet,651
6506,601,hoopskirt,objectnet,220
6507,601,hoopskirt,objectnet,594
6508,601,hoopskirt,objectnet,219
6509,601,hoopskirt,objectnet,223
6510,601,hoopskirt,objectnet,415
6511,601,hoopskirt,objectnet,644
6512,601,hoopskirt,objectnet,235
6513,601,hoopskirt,objectnet,605
6514,601,hoopskirt,objectnet,454
6515,601,hoopskirt,objectnet,629
6516,601,hoopskirt,objectnet,765
6517,601,hoopskirt,objectnet,700
6518,601,hoopskirt,objectnet,695
6519,601,hoopskirt,objectnet,223
6520,601,hoopskirt,objectnet,701
6521,601,hoopskirt,objectnet,594
6522,601,hoopskirt,objectnet,690
6523,601,hoopskirt,objectnet,701
6524,601,hoopskirt,objectnet,612
6525,601,hoopskirt,objectnet,598
6526,601,hoopskirt,objectnet,404
6527,601,hoopskirt,objectnet,691
6528,601,hoopskirt,objectnet,32
6529,601,hoopskirt,objectnet,219
6530,601,hoopskirt,imagenet,399
6531,601,hoopskirt,imagenet,399
6532,601,hoopskirt,imagenet,399
6533,601,hoopskirt,imagenet,591
6534,601,hoopskirt,imagenet,399
6535,601,hoopskirt,imagenet,399
6536,601,hoopskirt,imagenet,399
6537,602,horizontal_bar,imagenet_sketch,373
6538,602,horizontal_bar,imagenet_sketch,373
6539,602,horizontal_bar,imagenet,744
6540,606,iron,objectnet,620
6541,606,iron,objectnet,598
6542,606,iron,objectnet,795
6543,606,iron,imagenet,408
6544,606,iron,imagenet,35
6545,606,iron,imagenet,773
6546,606,iron,imagenet,408
6547,606,iron,imagenet,408
6548,606,iron,imagenet,408
6549,608,jean,imagenet_sketch,455
6550,608,jean,objectnet,799
6551,608,jean,objectnet,599
6552,608,jean,objectnet,410
6553,608,jean,imagenet,566
6554,608,jean,imagenet,566
6555,864,tow_truck,imagenet,768
6556,864,tow_truck,imagenet,768
6557,609,jeep,imagenet,125
6558,864,tow_truck,imagenet,768
6559,609,jeep,imagenet,357
6560,864,tow_truck,imagenet,768
6561,864,tow_truck,imagenet,768
6562,864,tow_truck,imagenet,768
6563,609,jeep,imagenet_r,519
6564,864,tow_truck,imagenet,768
6565,610,jersey,imagenet_sketch,414
6566,610,jersey,objectnet,219
6567,610,jersey,objectnet,220
6568,610,jersey,objectnet,44
6569,610,jersey,objectnet,410
6570,610,jersey,objectnet,415
6571,610,jersey,objectnet,654
6572,610,jersey,objectnet,605
6573,610,jersey,objectnet,623
6574,610,jersey,objectnet,594
6575,610,jersey,objectnet,416
6576,610,jersey,objectnet,701
6577,610,jersey,objectnet,219
6578,610,jersey,objectnet,223
6579,610,jersey,objectnet,216
6580,610,jersey,objectnet,629
6581,610,jersey,objectnet,226
6582,610,jersey,imagenet,407
6583,611,jigsaw_puzzle,imagenet,160
6584,611,jigsaw_puzzle,imagenet,160
6585,611,jigsaw_puzzle,imagenet,160
6586,611,jigsaw_puzzle,imagenet,160
6587,611,jigsaw_puzzle,imagenet,160
6588,611,jigsaw_puzzle,imagenet,160
6589,612,jinrikisha,imagenet_sketch,236
6590,612,jinrikisha,imagenet_sketch,775
6591,612,jinrikisha,imagenet_sketch,708
6592,612,jinrikisha,imagenet_sketch,273
6593,612,jinrikisha,imagenet_sketch,775
6594,612,jinrikisha,imagenet_sketch,236
6595,612,jinrikisha,imagenet_sketch,208
6596,612,jinrikisha,imagenet_sketch,273
6597,612,jinrikisha,imagenet_sketch,455
6598,612,jinrikisha,imagenet_sketch,236
6599,612,jinrikisha,imagenet_sketch,236
6600,612,jinrikisha,imagenet_sketch,455
6601,612,jinrikisha,imagenet_sketch,273
6602,613,joystick,imagenet,511
6603,613,joystick,imagenet,529
6604,614,kimono,imagenet_sketch,25
6605,615,knee_pad,imagenet_sketch,794
6606,616,knot,imagenet,624
6607,616,knot,imagenet,27
6608,616,knot,imagenet,548
6609,616,knot,imagenet,624
6610,616,knot,imagenet,27
6611,616,knot,imagenet,27
6612,616,knot,imagenet,624
6613,616,knot,imagenet,118
6614,616,knot,imagenet,624
6615,616,knot,imagenet,27
6616,618,ladle,imagenet,425
6617,618,ladle,imagenet,89
6618,618,ladle,imagenet,424
6619,618,ladle,imagenet,458
6620,618,ladle,imagenet,259
6621,618,ladle,imagenet,693
6622,618,ladle,imagenet,425
6623,618,ladle,imagenet,424
6624,618,ladle,imagenet,424
6625,618,ladle,imagenet,221
6626,618,ladle,imagenet,424
6627,618,ladle,objectnet,594
6628,618,ladle,objectnet,33
6629,618,ladle,objectnet,594
6630,618,ladle,objectnet,795
6631,618,ladle,objectnet,31
6632,618,ladle,objectnet,763
6633,618,ladle,objectnet,795
6634,618,ladle,objectnet,594
6635,618,ladle,objectnet,651
6636,618,ladle,imagenet,425
6637,618,ladle,imagenet,424
6638,618,ladle,imagenet,259
6639,618,ladle,imagenet,693
6640,618,ladle,imagenet,425
6641,618,ladle,imagenet,424
6642,618,ladle,imagenet,424
6643,618,ladle,imagenet,2
6644,618,ladle,imagenet,583
6645,618,ladle,imagenet,221
6646,618,ladle,imagenet,424
6647,618,ladle,imagenet,425
6648,618,ladle,imagenet,89
6649,618,ladle,imagenet,424
6650,618,ladle,imagenet,425
6651,618,ladle,imagenet,424
6652,618,ladle,imagenet,424
6653,618,ladle,imagenet,191
6654,618,ladle,imagenet,221
6655,618,ladle,imagenet,424
6656,618,ladle,imagenet,425
6657,618,ladle,imagenet,89
6658,618,ladle,imagenet,507
6659,618,ladle,imagenet,747
6660,618,ladle,imagenet,424
6661,618,ladle,imagenet,777
6662,618,ladle,imagenet,458
6663,618,ladle,imagenet,118
6664,618,ladle,imagenet,347
6665,809,soup_bowl,imagenet,530
6666,618,ladle,imagenet,693
6667,618,ladle,imagenet,591
6668,618,ladle,imagenet,424
6669,618,ladle,imagenet,424
6670,618,ladle,imagenet,583
6671,618,ladle,imagenet,221
6672,618,ladle,imagenet,347
6673,618,ladle,imagenet,425
6674,618,ladle,imagenet,424
6675,618,ladle,imagenet,458
6676,618,ladle,imagenet,425
6677,618,ladle,imagenet,424
6678,618,ladle,imagenet,424
6679,618,ladle,imagenet,583
6680,618,ladle,imagenet,221
6681,618,ladle,imagenet,424
6682,618,ladle,imagenet,424
6683,618,ladle,imagenet,425
6684,618,ladle,imagenet,89
6685,618,ladle,imagenet,424
6686,618,ladle,imagenet,425
6687,618,ladle,imagenet,424
6688,618,ladle,imagenet,424
6689,618,ladle,imagenet,191
6690,618,ladle,imagenet,424
6691,618,ladle,imagenet,425
6692,618,ladle,imagenet,89
6693,618,ladle,imagenet,259
6694,618,ladle,imagenet,425
6695,618,ladle,imagenet,424
6696,618,ladle,imagenet,424
6697,618,ladle,imagenet,221
6698,618,ladle,imagenet,424
6699,619,lampshade,imagenet,423
6700,619,lampshade,imagenet,592
6701,619,lampshade,imagenet,423
6702,619,lampshade,imagenet_sketch,640
6703,619,lampshade,imagenet_sketch,82
6704,619,lampshade,imagenet_sketch,82
6705,619,lampshade,imagenet_sketch,430
6706,619,lampshade,imagenet_sketch,82
6707,619,lampshade,imagenet_sketch,82
6708,619,lampshade,objectnet,764
6709,619,lampshade,objectnet,702
6710,619,lampshade,objectnet,702
6711,619,lampshade,objectnet,484
6712,619,lampshade,objectnet,608
6713,619,lampshade,objectnet,599
6714,619,lampshade,objectnet,622
6715,619,lampshade,objectnet,633
6716,619,lampshade,objectnet,599
6717,619,lampshade,objectnet,602
6718,619,lampshade,objectnet,193
6719,619,lampshade,objectnet,797
6720,619,lampshade,objectnet,626
6721,619,lampshade,objectnet,37
6722,619,lampshade,objectnet,37
6723,619,lampshade,objectnet,596
6724,619,lampshade,objectnet,598
6725,619,lampshade,objectnet,621
6726,619,lampshade,objectnet,147
6727,619,lampshade,objectnet,154
6728,619,lampshade,imagenet,423
6729,619,lampshade,imagenet,726
6730,619,lampshade,imagenet,592
6731,619,lampshade,imagenet,423
6732,619,lampshade,imagenet,221
6733,619,lampshade,imagenet,636
6734,619,lampshade,imagenet,431
6735,619,lampshade,imagenet,432
6736,619,lampshade,imagenet,237
6737,619,lampshade,imagenet,423
6738,619,lampshade,imagenet,639
6739,619,lampshade,imagenet,592
6740,619,lampshade,imagenet,592
6741,621,lawn_mower,imagenet_sketch,239
6742,621,lawn_mower,imagenet_sketch,239
6743,621,lawn_mower,imagenet_sketch,239
6744,621,lawn_mower,imagenet_sketch,239
6745,621,lawn_mower,imagenet_sketch,239
6746,622,lens_cap,imagenet,550
6747,623,letter_opener,imagenet,499
6748,623,letter_opener,imagenet,719
6749,623,letter_opener,imagenet,364
6750,623,letter_opener,imagenet,798
6751,623,letter_opener,imagenet,758
6752,623,letter_opener,imagenet,364
6753,623,letter_opener,imagenet,418
6754,623,letter_opener,imagenet,47
6755,623,letter_opener,objectnet,691
6756,623,letter_opener,objectnet,155
6757,623,letter_opener,objectnet,34
6758,623,letter_opener,objectnet,34
6759,623,letter_opener,objectnet,765
6760,623,letter_opener,objectnet,514
6761,623,letter_opener,objectnet,617
6762,418,ballpoint,imagenet,661
6763,623,letter_opener,imagenet,364
6764,623,letter_opener,imagenet,798
6765,623,letter_opener,imagenet,758
6766,623,letter_opener,imagenet,364
6767,623,letter_opener,imagenet,688
6768,623,letter_opener,imagenet,687
6769,623,letter_opener,imagenet,47
6770,623,letter_opener,imagenet,364
6771,418,ballpoint,imagenet,661
6772,623,letter_opener,imagenet,364
6773,623,letter_opener,imagenet,798
6774,623,letter_opener,imagenet,758
6775,623,letter_opener,imagenet,523
6776,623,letter_opener,imagenet,364
6777,623,letter_opener,imagenet,688
6778,623,letter_opener,imagenet,687
6779,623,letter_opener,imagenet,719
6780,623,letter_opener,imagenet,364
6781,418,ballpoint,imagenet,661
6782,623,letter_opener,imagenet,364
6783,623,letter_opener,imagenet,758
6784,623,letter_opener,imagenet,364
6785,623,letter_opener,imagenet,687
6786,623,letter_opener,imagenet,719
6787,623,letter_opener,imagenet,364
6788,418,ballpoint,imagenet,661
6789,623,letter_opener,imagenet,364
6790,623,letter_opener,imagenet,798
6791,623,letter_opener,imagenet,758
6792,623,letter_opener,imagenet,364
6793,623,letter_opener,imagenet,687
6794,418,ballpoint,imagenet,661
6795,623,letter_opener,imagenet,758
6796,623,letter_opener,imagenet,523
6797,623,letter_opener,imagenet,364
6798,623,letter_opener,imagenet,687
6799,623,letter_opener,imagenet,719
6800,623,letter_opener,imagenet,364
6801,418,ballpoint,imagenet,661
6802,623,letter_opener,imagenet,364
6803,623,letter_opener,imagenet,758
6804,623,letter_opener,imagenet,364
6805,623,letter_opener,imagenet,687
6806,624,library,imagenet_sketch,339
6807,624,library,imagenet_sketch,105
6808,625,lifeboat,imagenet_sketch,433
6809,625,lifeboat,imagenet_sketch,745
6810,625,lifeboat,imagenet_sketch,433
6811,625,lifeboat,imagenet_sketch,433
6812,625,lifeboat,imagenet_sketch,745
6813,625,lifeboat,imagenet_sketch,434
6814,625,lifeboat,imagenet_sketch,745
6815,625,lifeboat,imagenet_sketch,433
6816,625,lifeboat,imagenet_sketch,745
6817,625,lifeboat,imagenet_sketch,435
6818,626,lighter,imagenet,2
6819,626,lighter,imagenet,437
6820,626,lighter,imagenet,705
6821,626,lighter,imagenet,437
6822,626,lighter,imagenet,705
6823,626,lighter,imagenet,659
6824,626,lighter,imagenet,175
6825,626,lighter,imagenet,437
6826,626,lighter,imagenet,437
6827,626,lighter,imagenet_a,293
6828,626,lighter,imagenet_a,322
6829,629,lipstick,objectnet,762
6830,629,lipstick,objectnet,597
6831,629,lipstick,objectnet,617
6832,629,lipstick,imagenet,639
6833,629,lipstick,imagenet,624
6834,629,lipstick,imagenet,160
6835,629,lipstick,imagenet,641
6836,629,lipstick,imagenet_r,293
6837,631,lotion,imagenet_sketch,794
6838,631,lotion,imagenet,66
6839,631,lotion,imagenet,3
6840,632,loudspeaker,imagenet_sketch,323
6841,632,loudspeaker,imagenet,206
6842,632,loudspeaker,objectnet,617
6843,632,loudspeaker,objectnet,502
6844,632,loudspeaker,objectnet,26
6845,632,loudspeaker,objectnet,607
6846,632,loudspeaker,objectnet,147
6847,632,loudspeaker,imagenet,206
6848,632,loudspeaker,imagenet,780
6849,632,loudspeaker,imagenet,780
6850,632,loudspeaker,imagenet,206
6851,632,loudspeaker,imagenet,206
6852,632,loudspeaker,imagenet,780
6853,632,loudspeaker,imagenet,206
6854,632,loudspeaker,imagenet,600
6855,632,loudspeaker,imagenet,206
6856,632,loudspeaker,imagenet,780
6857,632,loudspeaker,imagenet,780
6858,633,loupe,imagenet,35
6859,633,loupe,imagenet,447
6860,633,loupe,imagenet,367
6861,633,loupe,imagenet,447
6862,633,loupe,imagenet,367
6863,633,loupe,imagenet,447
6864,73,barn_spider,imagenet,248
6865,633,loupe,imagenet,453
6866,633,loupe,imagenet,805
6867,633,loupe,imagenet,35
6868,633,loupe,imagenet,447
6869,634,lumbermill,imagenet_sketch,181
6870,634,lumbermill,imagenet_sketch,181
6871,635,magnetic_compass,imagenet,264
6872,635,magnetic_compass,imagenet,458
6873,635,magnetic_compass,imagenet,264
6874,635,magnetic_compass,imagenet,458
6875,635,magnetic_compass,imagenet,264
6876,635,magnetic_compass,imagenet,208
6877,635,magnetic_compass,imagenet,201
6878,635,magnetic_compass,imagenet,458
6879,635,magnetic_compass,imagenet,50
6880,635,magnetic_compass,imagenet,637
6881,635,magnetic_compass,imagenet,151
6882,635,magnetic_compass,imagenet,673
6883,635,magnetic_compass,imagenet,196
6884,635,magnetic_compass,imagenet,458
6885,635,magnetic_compass,imagenet,264
6886,635,magnetic_compass,imagenet,673
6887,635,magnetic_compass,imagenet,264
6888,636,mailbag,imagenet_sketch,653
6889,636,mailbag,imagenet_sketch,25
6890,636,mailbag,imagenet_sketch,696
6891,636,mailbag,imagenet_sketch,25
6892,636,mailbag,imagenet_sketch,696
6893,636,mailbag,imagenet_sketch,412
6894,636,mailbag,imagenet_sketch,653
6895,636,mailbag,imagenet_sketch,653
6896,636,mailbag,imagenet_sketch,412
6897,636,mailbag,imagenet_sketch,653
6898,636,mailbag,imagenet_sketch,25
6899,636,mailbag,imagenet_sketch,653
6900,636,mailbag,imagenet_sketch,696
6901,636,mailbag,imagenet_sketch,25
6902,636,mailbag,imagenet_sketch,696
6903,636,mailbag,imagenet_sketch,412
6904,636,mailbag,imagenet_sketch,653
6905,636,mailbag,imagenet_sketch,412
6906,636,mailbag,imagenet_sketch,653
6907,636,mailbag,imagenet,720
6908,636,mailbag,imagenet,260
6909,636,mailbag,imagenet,720
6910,636,mailbag,imagenet,720
6911,636,mailbag,imagenet,260
6912,636,mailbag,imagenet,720
6913,636,mailbag,imagenet,720
6914,636,mailbag,imagenet,720
6915,636,mailbag,imagenet,720
6916,636,mailbag,imagenet,661
6917,636,mailbag,imagenet,121
6918,636,mailbag,imagenet,260
6919,636,mailbag,imagenet,260
6920,636,mailbag,imagenet,720
6921,636,mailbag,imagenet,720
6922,636,mailbag,imagenet,720
6923,636,mailbag,imagenet,260
6924,636,mailbag,imagenet,720
6925,637,mailbox,imagenet_sketch,412
6926,639,maillot,imagenet_sketch,463
6927,639,maillot,imagenet_sketch,528
6928,639,maillot,imagenet_sketch,36
6929,639,maillot,imagenet_sketch,136
6930,639,maillot,imagenet_sketch,695
6931,639,maillot,imagenet_sketch,446
6932,639,maillot,imagenet_sketch,464
6933,639,maillot,imagenet_sketch,138
6934,639,maillot,imagenet_sketch,234
6935,639,maillot,imagenet_sketch,203
6936,639,maillot,imagenet_sketch,481
6937,639,maillot,imagenet_sketch,203
6938,639,maillot,imagenet_sketch,331
6939,639,maillot,imagenet_sketch,324
6940,639,maillot,imagenet_sketch,36
6941,639,maillot,imagenet_sketch,331
6942,639,maillot,imagenet_sketch,1
6943,639,maillot,imagenet_sketch,1
6944,639,maillot,imagenet_sketch,672
6945,639,maillot,imagenet_sketch,463
6946,639,maillot,imagenet_sketch,571
6947,639,maillot,imagenet_sketch,36
6948,639,maillot,imagenet_sketch,36
6949,639,maillot,imagenet_sketch,1
6950,639,maillot,imagenet_sketch,138
6951,639,maillot,imagenet_sketch,36
6952,639,maillot,imagenet_sketch,36
6953,639,maillot,imagenet_sketch,463
6954,639,maillot,imagenet_sketch,1
6955,639,maillot,imagenet_sketch,571
6956,639,maillot,imagenet_sketch,1
